name,address,primary_category,type,subtype,store_type,lat,lon,snap_eligible,geocode_source,TRACTCE
Asbury United Methodist Church,"4703, West Ridge Road, Erie, PA, 16506",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.070784,-80.1823345,False,openstreetmap,010902
Belle Valley Presbyterian Church,"1694, Norcross Road, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.1047027,-80.0240797,False,openstreetmap,011101
Berean Baptist Church,"10854, West Ridge Road, Girard, PA, 16417",Civic & Social,Faith Community,Place of Worship,Place of Worship,41.9857199,-80.3647815,False,openstreetmap,010202
Bethel Apolistic Church,"229, East 16th Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.1216405,-80.0740122,False,openstreetmap,001300
Bethel Assembly of God,"1414, Lake Street, Girard, PA, 16417",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.0079028,-80.3387591,False,openstreetmap,010201
Bethel Baptist Church,"1781, West 38th Street, Erie, PA, 16508",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.0870084,-80.1063017,False,openstreetmap,003000
Bethel Fellowship,"2232, Parade Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.1175992,-80.0670306,False,openstreetmap,001800
Bible Ambassadors,"2810, West 21st Street, Erie, PA, 16506",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.0933043,-80.1389879,False,openstreetmap,010700
Black Ash Church,,Civic & Social,Faith Community,Place of Worship,Place of Worship,41.5925563,-79.8903336,False,openstreetmap,110800
Blessed Hope Seventh Day Church,"4, West 38th Street, Erie, PA, 16508",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.102251,-80.0676702,False,openstreetmap,002900
Blessed Sacrament Catholic Church,"1626, West 26th Street, Erie, PA, 16508",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.0991358,-80.1092941,False,openstreetmap,001100
Blooming Valley United Methodist Church,,Civic & Social,Faith Community,Place of Worship,Place of Worship,41.67827,-80.0488956,False,openstreetmap,110800
Bradleytown Church,,Civic & Social,Faith Community,Place of Worship,Place of Worship,41.5614454,-79.8628336,False,openstreetmap,200100
Bread of Heaven Tabernacle Church,"1020, Napier Avenue, Erie, PA, 16511",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.148876,-80.0181208,False,openstreetmap,011400
Calvary Baptist Church,"543, Randolph Street, Meadville, PA, 16335",Civic & Social,Faith Community,Place of Worship,Place of Worship,41.6429589,-80.1415124,False,openstreetmap,111500
Calvary Christian Center,"1061, Bartlett Road, Harborcreek, PA, 16421",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.1750692,-79.9505996,False,openstreetmap,011509
Calvary Church,,Civic & Social,Faith Community,Place of Worship,Place of Worship,41.7128327,-80.398955,False,openstreetmap,110400
Cathedral of Saint Paul,"134, Mario S. Bagnoni Way, Erie, PA, 16501",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.1279999,-80.0875829,False,openstreetmap,000100
Centerville Baptist Church,,Civic & Social,Faith Community,Place of Worship,Place of Worship,41.7386801,-79.7634642,False,openstreetmap,110100
Centerville Free Methodist Church,,Civic & Social,Faith Community,Place of Worship,Place of Worship,41.7389762,-79.763888,False,openstreetmap,110100
Centerville United Methodist Church,,Civic & Social,Faith Community,Place of Worship,Place of Worship,41.7373309,-79.7638738,False,openstreetmap,110100
Cherry Street Church of God,"302, Cherry Street, Erie, PA, 16507",Civic & Social,Faith Community,Place of Worship,Place of Worship,42.1273159,-80.1005932,False,openstreetmap,000300
